CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
-1.4514719874458977,-0.6959054340669741,0.2697400813000459,-0.010322219016336323,-0.014071174125122784
-0.9218341982488997,0.7384510073434748,0.6353709434377696,-0.009816365325093333,-0.014082303520944452
0.01765254252380421,-1.0449897728198785,0.6011998348267674,-0.010030531334845107,-0.013666026021482671
1.5282753483837392,1.0909916266780912,1.0966809096862995,-0.01064309132718827,-0.013374103873866906
0.773177854092381,0.7453635685068987,-1.2030346998341497,-0.009395131197784852,-0.013573507816608174
0.13615792831343926,-1.3975303921544948,-0.991173826445936,-0.01051711365398305,-0.014191611058879996
-1.1164910593834991,-0.6475175059230072,-1.2132860324174504,-0.01058127225494183,-0.013505234823658141
-1.2170281195299406,1.0806227849329555,0.9531622535200902,-0.009628053090264379,-0.013128794574765849
-0.7960559187465432,-1.0657274563101502,1.6160817605735334,-0.00913631587735348,-0.0128852540060521
1.4936221489290082,-1.5668881406583792,1.595579095406932,-0.009341639261633186,-0.013396553144167335
1.2382152344293251,-0.6060421389424641,1.0761782445196983,-0.009549659051886438,-0.013756258482472033
1.2288032543305094,-1.4701122843704453,0.16039253374483878,-0.010289029431044297,-0.01325208868837948
-1.023226892949779,-1.0104269670027592,0.994167583853293,-0.010005510273531764,-0.013207435048909172
-0.44096757865485625,1.3916880372870286,-0.9091631657795307,-0.01080245685083063,-0.013064249521247524
-0.22278076727321763,0.8421394247948326,1.0898466879640991,-0.00900974340871292,-0.014050466373972934
0.03177051267202783,-0.07377492935882758,1.2982904504912127,-0.009958481781110804,-0.013220686921195606
-1.642278493085527,1.415882001359012,1.6980924212399386,-0.009566432283163053,-0.013019269346936481
-0.25871741855960506,-1.0519023339833025,-1.6301735574716776,-0.009217445974733991,-0.013855987665079394
1.467953112295874,-0.6164109806875998,1.240199565852509,-0.010323329301148959,-0.012997064977766603
-0.6369078916211126,-0.4747034768374109,0.8848200362980858,-0.010544950080357008,-0.013713618474519582
-0.5162634194453828,-0.3537336564774935,1.6092475388513328,-0.009454690047376995,-0.013924505559159979
-0.3216065583107833,0.2372903229952457,-1.3055480256671563,-0.009878937804891203,-0.013307790089961273
1.4072030589307907,0.8767022306119518,-1.606253781443976,-0.00899130475021735,-0.01376308850289071
-0.2026733552439291,1.6958407284776782,-0.991173826445936,-0.009185327021225577,-0.01398700976992372
0.9079402964163347,-1.5703444212400912,-1.2952966930838556,-0.010649118587599725,-0.012896873204134868
0.982380502652423,1.097904187841515,-0.010463009310172322,-0.009403854864169853,-0.012977581732269502
-1.364625080170461,-0.650973786504719,0.9463280317978898,-0.010396528792724923,-0.01310460378531484
-1.4142518843278535,1.4953764547383865,-1.5242431207775706,-0.0100376688800692,-0.01317513531091328
1.1804599020047735,-1.3664238669190876,1.2675364527413107,-0.010252588297372406,-0.012882832205983326
0.02321416712764971,-1.3284047805202563,1.6331673148790344,-0.010332964987201484,-0.013156958204779115
0.401832457466376,1.1359232742403462,-0.8886605006129293,-0.00967960202799393,-0.01390513115860979
-0.6009712403347248,-1.584169543566939,1.0966809096862995,-0.010302075277592776,-0.012935622005235245
0.25765803504360696,1.0598851014426838,-1.1107727065844437,-0.010077916704527273,-0.013066399208949019
-0.40588656192290645,1.2085051664562967,-0.6323771860304127,-0.009803359131573876,-0.012966098590370373
1.382389656852094,-1.5599755794949555,-1.1278582608899448,-0.009483953982795772,-0.01324974852202089
-0.032829896188025946,1.1704860800574655,1.6502528691845355,-0.009630868455324992,-0.013260524171765096
-0.5021454492971589,-0.8030501321000438,-0.5811205231139094,-0.009145515380086754,-0.013165638589295281
0.3329538758341332,0.2925908123026365,0.4781838438271594,-0.009339656610182049,-0.014205815324451905
0.9716850707219505,-0.5576542107984971,1.7117608646843394,-0.009648196829007926,-0.01339007686982612
0.45060362706933066,1.464269929502979,-0.8544893920019271,-0.009077510435312769,-0.013601100010650156
-1.4142518843278535,1.5783271886994725,0.23898608355014386,-0.009255393923508744,-0.01325997994703054
-0.7973393705781998,0.3720852656820108,0.8472318168259834,-0.009660687533150088,-0.013079378968868178
-0.8491052611216867,-1.483937406697293,-0.31458587594809206,-0.009905624293423503,-0.01302645311343262
-1.2649436545784571,-0.38484018171290085,-0.6255429643082122,-0.009969227751975965,-0.013564419263541091
0.2589414868752637,0.39627922975399427,-0.13006188944868008,-0.010583691089712218,-0.013997186772459914
-1.0647251688400121,0.40664807149913,0.08863320566173412,-0.009976603215374193,-0.01376159188487068
-0.4798989508817763,0.5103364889504878,-0.4102649800588983,-0.00908579791837852,-0.01307848099805616
-1.5537203167012148,-0.3053457283335266,0.7481356018540769,-0.008979488147568576,-0.013359926819531725
1.486349255216287,-1.432093197971614,-0.4717729755587023,-0.010788300719469514,-0.01376874844013009
-0.0965746704936421,0.2995033734660603,1.5443224324904286,-0.009956380170572598,-0.012991268984343583
-0.4426788477637321,-0.13598797982964222,0.48501806554935983,-0.010418298305658403,-0.01360376671184948
-0.6360522570666747,-1.2627354494677299,-0.560617857947308,-0.009102372884510022,-0.012904954941443022
1.6271011394213053,-1.432093197971614,1.441809106657422,-0.010327017032848074,-0.012990751970845755
-0.3027825981131518,-1.483937406697293,0.7378842692707762,-0.009879730865471658,-0.01417629113260225
-1.6093365627396716,0.2407466035769576,0.25265452699454477,-0.009873743258089226,-0.014121270011938651
0.3735965171699288,1.153204677148906,1.3256273373800145,-0.010546734466663031,-0.01306552844937373
-1.0989505510175241,-0.9413013553685208,-0.12664477858757986,-0.00924373593297606,-0.01303371851363894
